PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Active,,,,35.79,IC50,=,35790,nM
2,103507642,3385,Active,,,,36.34,IC50,=,36340,nM
3,312390573,118735009,Active,,,,43.34,IC50,=,43340,nM
4,312390574,118735010,Active,,,,36.13,IC50,=,36130,nM
5,312390575,118735011,Active,,,,46.76,IC50,=,46760,nM
6,312390576,118735012,Unspecified,,,,58.34,IC50,=,58340,nM
7,312390577,118735013,Active,,,,47.98,IC50,=,47980,nM
8,312390578,118735014,Active,,,,38.38,IC50,=,38380,nM
9,312390579,118735015,Active,,,,25.79,IC50,=,25790,nM
10,312390580,118735016,Active,,,,39.11,IC50,=,39110,nM
11,312390581,118735017,Active,,,,32.77,IC50,=,32770,nM
12,312390582,118735018,Active,,,,20.79,IC50,=,20790,nM
13,312390583,118735019,Active,,,,11.06,IC50,=,11060,nM
14,312390584,118735020,Unspecified,,,,100,IC50,>,100000,nM
15,312390585,118735021,Unspecified,,,,51.38,IC50,=,51380,nM
16,312390586,118735022,Unspecified,,,,54.08,IC50,=,54080,nM
17,312390587,118735023,Unspecified,,,,65.48,IC50,=,65480,nM
18,312390588,118735024,Unspecified,,,,100,IC50,>,100000,nM
19,312390589,118735025,Unspecified,,,,69.74,IC50,=,69740,nM
20,312390590,118735026,Unspecified,,,,53.54,IC50,=,53540,nM
21,312390591,118735027,Unspecified,,,,57.86,IC50,=,57860,nM
22,312390592,118735028,Unspecified,,,,52.85,IC50,=,52850,nM
23,312390593,118735029,Unspecified,,,,74.58,IC50,=,74580,nM
24,312390594,118735030,Unspecified,,,,57.73,IC50,=,57730,nM
25,312390595,118735031,Unspecified,,,,80.24,IC50,=,80240,nM
26,312390596,118735032,Unspecified,,,,54.1,IC50,=,54100,nM
27,312390597,118735033,Unspecified,,,,100,IC50,>,100000,nM
28,312390598,118735034,Unspecified,,,,54.82,IC50,=,54820,nM
29,312390599,118735035,Active,,,,44.5,IC50,=,44500,nM
30,312390600,118735036,Active,,,,39.84,IC50,=,39840,nM
31,312390601,118735037,Active,,,,33.52,IC50,=,33520,nM
32,312390602,118735038,Unspecified,,,,50.73,IC50,=,50730,nM
33,312390603,118735039,Unspecified,,,,60.88,IC50,=,60880,nM
34,312390604,118735040,Active,,,,45.52,IC50,=,45520,nM
35,312390605,118735041,Unspecified,,,,58.17,IC50,=,58170,nM
36,312390606,118735042,Active,,,,40.32,IC50,=,40320,nM
37,312390607,118735043,Active,,,,35.69,IC50,=,35690,nM
38,312390608,118735044,Active,,,,44.03,IC50,=,44030,nM
39,312390609,118735045,Active,,,,38.52,IC50,=,38520,nM
40,312390610,118735046,Active,,,,42.76,IC50,=,42760,nM
