PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103536526,6324616,Active,,,,18.6,GI50,=,18600,nM
2,312358659,118714319,Active,,,,4.6,GI50,=,4600,nM
3,312358659,118714319,Active,,,,10.5,TGI,=,10500,nM
4,312358659,118714319,Active,,,,30.9,LC50,=,30900,nM
5,312358660,118714320,Active,,,,6.3,GI50,=,6300,nM
6,312358660,118714320,Unspecified,,,,83.2,TGI,=,83200,nM
7,312358661,39198146,Active,,,,4.1,GI50,=,4100,nM
8,312358661,39198146,Active,,,,39.8,TGI,=,39800,nM
