PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,79.46,IC50,=,79460,nM
2,103507642,3385,Active,,,,34.33,IC50,=,34330,nM
3,174488724,72189189,Active,,,,23.42,IC50,=,23420,nM
4,174498902,72188900,Active,,,,18.37,IC50,=,18370,nM
5,174498903,72189187,Active,,,,21.95,IC50,=,21950,nM
6,174504163,72189186,Active,,,,29.58,IC50,=,29580,nM
7,174504164,72189793,Active,,,,45.74,IC50,=,45740,nM
8,174509280,72188898,Active,,,,24.23,IC50,=,24230,nM
9,174509281,72189188,Active,,,,18.75,IC50,=,18750,nM
10,174509282,72189190,Active,,,,14.03,IC50,=,14030,nM
11,174509283,72189496,Active,,,,12.66,IC50,=,12660,nM
12,174509284,72189790,Active,,,,22.19,IC50,=,22190,nM
13,174514446,72189499,Active,,,,20.19,IC50,=,20190,nM
14,174514447,72189791,Active,,,,19.48,IC50,=,19480,nM
15,174519457,72188899,Active,,,,15.35,IC50,=,15350,nM
16,174519458,72189498,Active,,,,26.4,IC50,=,26400,nM
17,174524747,72189495,Active,,,,24.44,IC50,=,24440,nM
18,174524748,72189497,Active,,,,19.6,IC50,=,19600,nM
19,174524749,72189792,Active,,,,28.34,IC50,=,28340,nM
