PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,312368890,118146855,Active,,,,0.148,IC50,=,148,nM
2,312368899,87057579,Active,,,,2.836,IC50,=,2836,nM
3,312368900,118146748,Active,,,,0.561,IC50,=,561,nM
4,312368902,118146884,Active,,,,0.428,IC50,=,428,nM
5,312368908,118144367,Active,,,,0.158,IC50,=,158,nM
6,312368909,118146805,Active,,,,0.066,IC50,=,66,nM
7,312368912,118146882,Active,,,,0.025,IC50,=,25,nM
8,312368913,101891709,Active,,,,0.21,IC50,=,210,nM
9,312368916,86763302,Active,,,,0.311,IC50,=,311,nM
