PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,1.51,IC50,=,1510,nM
2,318393785,122193081,Active,,,,25.1,IC50,=,25100,nM
3,318393786,122193082,Unspecified,,,,62.8,IC50,=,62800,nM
4,318393787,122193083,Unspecified,,,,84.2,IC50,=,84200,nM
5,318393788,122193084,Unspecified,,,,61.3,IC50,=,61300,nM
6,318393789,122193085,Active,,,,32.9,IC50,=,32900,nM
7,318393790,122193086,Active,,,,32.2,IC50,=,32200,nM
8,318393791,122193087,Active,,,,5.78,IC50,=,5780,nM
9,318393792,122193088,Active,,,,28.84,IC50,=,28840,nM
10,318393793,122193089,Active,,,,7.24,IC50,=,7240,nM
11,318395566,122194578,Active,,,,19.95,IC50,=,19950,nM
12,318395567,122194579,Active,,,,7.5,IC50,=,7500,nM
13,318395568,122194580,Active,,,,26.3,IC50,=,26300,nM
14,318395569,122194581,Active,,,,20.04,IC50,=,20040,nM
15,318395570,122194582,Active,,,,41.31,IC50,=,41310,nM
16,318395571,122194583,Active,,,,7.76,IC50,=,7760,nM
17,318395572,122194584,Active,,,,32.82,IC50,=,32820,nM
18,318395573,122194585,Active,,,,39.81,IC50,=,39810,nM
19,318395574,122194586,Unspecified,,,,100,IC50,>,100000,nM
20,318395575,122194587,Unspecified,,,,100,IC50,>,100000,nM
21,318395576,122194588,Active,,,,12.97,IC50,=,12970,nM
22,318395577,122194589,Active,,,,9.12,IC50,=,9120,nM
23,318395578,122194590,Active,,,,7.76,IC50,=,7760,nM
24,318395579,122194591,Active,,,,10.65,IC50,=,10650,nM
25,318395580,122194592,Active,,,,19.49,IC50,=,19490,nM
26,318395581,122194593,Unspecified,,,,100,IC50,>,100000,nM
27,318395582,122194594,Active,,,,33.47,IC50,=,33470,nM
28,318395583,122194595,Unspecified,,,,51.22,IC50,=,51220,nM
29,318395584,122194596,Active,,,,12.58,IC50,=,12580,nM
30,318395585,122194597,Active,,,,15.36,IC50,=,15360,nM
31,318395586,122194598,Active,,,,16.09,IC50,=,16090,nM
32,318395587,122194599,Active,,,,45.08,IC50,=,45080,nM
33,318395588,122194600,Unspecified,,,,100,IC50,>,100000,nM
34,318395589,122194601,Unspecified,,,,62.13,IC50,=,62130,nM
35,318395590,122194602,Unspecified,,,,68.88,IC50,=,68880,nM
